NomFrançais,NomAnglais,CAS,Classification,PourcentageDeDivulgation,Commentaire
Acide heptadécanoïque,Heptadecanoic acid,506-12-7,Not controlled product,Non requise,
Acide hexachloroplatinique (IV),Hexachloroplatinic(IV) acid,16941-12-1,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Acide hexachloroplatinique (IV),Hexachloroplatinic(IV) acid,16941-12-1,Class D2B - Toxic material causing other toxic effects,"0,1%",
Acide hexachloroplatinique (IV),Hexachloroplatinic(IV) acid,16941-12-1,Class E - Corrosive materials,"0,1%",
Acide hexafluoroglutarique,Hexafluoroglutaric acid,376-73-8,Not controlled product,Non requise,
Acide hexafluorophosphorique,Hexafluorophosphoric acid,16940-81-1,Classification not available,"1,0%",
Acide hexanoïque,Hexanoic acid,142-62-1,Classification not available,"1,0%",
Acide hippurique,Hippuric acid,495-69-2,Not controlled product,Non requise,
Acide hydrazoïque,Hydrazoic acid,7782-79-8,Classification not available,"1,0%",
Acide hydrocinnamique,Hydrocinnamic acid,501-52-0,Not controlled product,Non requise,
Acide hydroxy-2 naphtalène carboxylique-3,3-Hydroxy-2-naphthalene carboxylic acid,92-70-6,Not controlled product,Non requise,
Acide hydroxy-2 naphtoïque-1,2-Hydroxy-1-naphthoic acid,2283-08-1,Not controlled product,Non requise,
Acide hydroxy-4 benzène propanoïque,4-Hydroxybenzenepropanoic acid,501-97-3,Not controlled product,Non requise,
Acide hydroxy-4 benzoïque,p-Hydroxybenzoic acid,99-96-7,Class D2B - Toxic material causing other toxic effects,"1,0%",
Acide iodhydrique,Hydriodic acid,,Class E - Corrosive materials,"1,0%",
Acide iodoacétique,Iodoacetic acid,64-69-7,Class E - Corrosive materials,"1,0%",
Acide isobutyrique,Isobutyric acid,79-31-2,Class B3 - Combustible liquids,"1,0%",
Acide isobutyrique,Isobutyric acid,79-31-2,Class D1B - Toxic material causing immediate and serious toxic effects,"1,0%",
Acide isobutyrique,Isobutyric acid,79-31-2,Class E - Corrosive materials,"1,0%",
Acide isopentanoïque,Isopentanoic acid,503-74-2,Classification not available,"1,0%",
Acide isophtalique,Isophthalic acid,121-91-5,Classification not available,"1,0%",
Acide lactique,Lactic acid,50-21-5,Classification not available,"1,0%",
"Acide lactique, (dl-)",dl-Lactic acid,598-82-3,Class E - Corrosive materials,"1,0%",
Acide lévulinique,Levulinic acid,123-76-2,Classification not available,"1,0%",
Acide ligninesulfonique,Lignosulfonic acid,8062-15-5,Not controlled product,Non requise,
Acide linoléique,Linoleic acid,60-33-3,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Acide linolénique,Linolenic acid,463-40-1,Not controlled product,Non requise,
Acide maléïque,Maleic acid,110-16-7,Classification not available,"1,0%",
Acide malique,Malic acid,6915-15-7,Class D2B - Toxic material causing other toxic effects,"1,0%",
Acide malonique,Malonic acid,141-82-2,Class D2B - Toxic material causing other toxic effects,"1,0%",
Acide méso-tartarique,Mesotartaric acid,147-73-9,Class E - Corrosive materials,"1,0%",
Acide métanilique,Metanilic acid,121-47-1,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Acide métaphosphorique,Metaphosphorique acide,37267-86-0,Class E - Corrosive materials,"1,0%",
Acide métasilicique,Metasilicic acid,7699-41-4,Not controlled product,Non requise,
Acide méthacrylique,Methacrylic acid,79-41-4,Class B3 - Combustible liquids,"1,0%",
Acide méthacrylique,Methacrylic acid,79-41-4,Class D1B - Toxic material causing immediate and serious toxic effects,"1,0%",
Acide méthacrylique,Methacrylic acid,79-41-4,Class E - Corrosive materials,"1,0%",
Acide méthacrylique,Methacrylic acid,79-41-4,Class F - Dangerously reactive materials,"1,0%",
Acide méthyl-2 pentanoïque,2-Methylpentanoic acid,97-61-0,Class B3 - Combustible liquids,"1,0%",
Acide méthyl-2 pentanoïque,2-Methylpentanoic acid,97-61-0,Class D2B - Toxic material causing other toxic effects,"1,0%",
Acide m-nitrobenzènesulfonique,m-Nitrobenzenesulfonic acid,98-47-5,Classification not available,"1,0%",
"Acide m-nitrobenzènesulfonique, sel de sodium","m-Nitrobenzenesulfonic acid, sodium salt",127-68-4,Classification not available,"1,0%",
Acide molybdique,Molybdic acid,7782-91-4,Class E - Corrosive materials,"1,0%",
Acide monofluorophosphorique,Monofluorophosphoric acid,13537-32-1,Classification not available,"1,0%",
Acide myristique,Myristic acid,544-63-8,Classification not available,"1,0%",
Acide naphtalènesulfonique-2,bêta-Naphthalenesulfonic acid,120-18-3,Not controlled product,Non requise,
Acide naphtalènesulfonique-2 monohydraté,bêta-Naphthalenesulfonic acid monohydrate,54257-18-0,Not controlled product,Non requise,
Acide nervonique,Selacholeic acid,506-37-6,Not controlled product,Non requise,
Acide nitrilotriacétique,Nitrilotriacetic acid,139-13-9,Classification not available,"0,1%",
Acide nitrique,Nitric acid,7697-37-2,Class C - Oxidizing materials,"1,0%",
Acide nitrique,Nitric acid,7697-37-2,Class E - Corrosive materials,"1,0%",
Acide nitrique 10%,Nitric acid 10%,,Class E - Corrosive materials,Non requise,
Acide nitrique 60%,Nitric acid 60%,,Class C - Oxidizing materials,Non requise,
Acide nitrique 60%,Nitric acid 60%,,Class E - Corrosive materials,Non requise,
"Acide nitrique 61,3%","Nitric acid 61,3%",,Class C - Oxidizing materials,Non requise,
"Acide nitrique 61,3%","Nitric acid 61,3%",,Class E - Corrosive materials,Non requise,
Acide nitrique 63%,Nitric acid 63%,,Class C - Oxidizing materials,Non requise,
Acide nitrique 63%,Nitric acid 63%,,Class E - Corrosive materials,Non requise,
Acide nitrique 67%,Nitric acid 67%,,Class C - Oxidizing materials,Non requise,
Acide nitrique 67%,Nitric acid 67%,,Class E - Corrosive materials,Non requise,
"Acide nitrique 67,18 %","Nitric acid 67,18 %",,Class C - Oxidizing materials,Non requise,
"Acide nitrique 67,18 %","Nitric acid 67,18 %",,Class E - Corrosive materials,Non requise,
Acide nitrique 70%,Nitric acid 70%,,Class C - Oxidizing materials,Non requise,
Acide nitrique 70%,Nitric acid 70%,,Class E - Corrosive materials,Non requise,
Acide nitrique 90%,Nitric acid 90%,,Class C - Oxidizing materials,Non requise,
Acide nitrique 90%,Nitric acid 90%,,Class E - Corrosive materials,Non requise,
"Acide nitrique en solution aqueuse 0,1 N ","Nitric acid 0,63 %",,Class E - Corrosive materials,Non requise,
"Acide nitrique en solution aqueuse 1,0 N","Nitric acid 6,3 %",,Class E - Corrosive materials,Non requise,
Acide nitrique fumant blanc,White fuming nitric acid,52583-42-3,Class C - Oxidizing materials,"1,0%",
Acide nitrique fumant blanc,White fuming nitric acid,52583-42-3,Class E - Corrosive materials,"1,0%",
Acide nitrique fumant rouge,Red fuming nitric acid,78989-43-2,Class C - Oxidizing materials,"1,0%",
Acide nitrique fumant rouge,Red fuming nitric acid,78989-43-2,Class D1B - Toxic material causing immediate and serious toxic effects,"1,0%",
Acide nitrique fumant rouge,Red fuming nitric acid,78989-43-2,Class E - Corrosive materials,"1,0%",
Acide nitro-2 benzoïque,2-Nitrobenzoic acid,552-16-9,Not controlled product,Non requise,
Acide nitrobenzènesulfonique,Nitrobenzenesulphonic acid,31212-28-9,Classification not available,"1,0%",
Acide nitrobenzoïque (para-),p-Nitrobenzoic acid,62-23-7,Classification not available,"1,0%",
Acide octanoïque,Octanoic acid,124-07-2,Classification not available,"1,0%",
Acide oléique,Oleic acid,2027-47-6,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Acide oléique,Oleic acid,112-80-1,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Acide oléique sulfaté,Sulfated oleic acid,68170-59-2,Not controlled product,Non requise,
Acide orthotungstique,Orthotungstic acid,7783-03-1,Not controlled product,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique tungstène, composés, n.s.a (non spécifié autrement). La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Acide oxalacétique,Oxalacetic acid,328-42-7,Not controlled product,Non requise,
Acide oxalique,Oxalic acid,144-62-7,Class D1B - Toxic material causing immediate and serious toxic effects,"0,1%",
Acide oxalique,Oxalic acid,144-62-7,Class E - Corrosive materials,"0,1%",
Acide oxalique dihydraté,Oxalic acid dihydrate,6153-56-6,Class E - Corrosive materials,"1,0%",
Acide p-(p-aminophénylazo) benzènesulfonique,"Benzenesulfonic acid, p-(p-aminophenylazo)-",104-23-4,Not controlled product,Non requise,
Acide pélargonique,Pelargonic acid,112-05-0,Classification not available,"1,0%",
Acide pentétique,Pentetic acid,67-43-6,Not controlled product,Non requise,
Acide perchlorique,Perchloric acid,7601-90-3,Class C - Oxidizing materials,"1,0%",
Acide perchlorique,Perchloric acid,7601-90-3,Class E - Corrosive materials,"1,0%",
Acide perchlorique,Perchloric acid,7601-90-3,Class F - Dangerously reactive materials,"1,0%",
"Acide perchlorique 1,0%",Perchloric acid 1.0%,,Class E - Corrosive materials,Non requise,
Acide perchlorique 60%,Perchloric acid 60%,,Class C - Oxidizing materials,Non requise,
Acide perchlorique 60%,Perchloric acid 60%,,Class E - Corrosive materials,Non requise,
Acide perchlorique 70-72%,Perchloric acid 70-72%,,Class C - Oxidizing materials,Non requise,
Acide perchlorique 70-72%,Perchloric acid 70-72%,,Class E - Corrosive materials,Non requise,
Acide periodique,Periodic acid,10450-60-9,Class C - Oxidizing materials,"1,0%",
Acide periodique 1%,Periodic acid 1%,,Not controlled product,Non requise,
Acide peroxyacétique,Peroxyacetic acid,79-21-0,Classification not available,"1,0%",
Acide phénolsulfonique liquide,Phenolsulfonic acid liquid,1333-39-7,Class E - Corrosive materials,"1,0%",
Acide phosphorique,Phosphoric acid,7664-38-2,Class E - Corrosive materials,"1,0%",
Acide phosphorique 35%,Phosphoric acid 35%,,Class E - Corrosive materials,Non requise,
Acide phosphorique en solution aqueuse à 85 % ou moins,Phosphoric acid 85 % or less,,Class E - Corrosive materials,"1,0%",
Acide phosphotungstique,Phosphotungstic acid,12067-99-1,Not controlled product,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique tungstène, composés, n.s.a (non spécifié autrement).  La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Acide phtalique,Phthalic acid,88-99-3,Class D2B - Toxic material causing other toxic effects,"1,0%",
Acide picrique,Picric acid,88-89-1,Class D1B - Toxic material causing immediate and serious toxic effects,"1,0%",
Acide picrique,Picric acid,88-89-1,Class D2B - Toxic material causing other toxic effects,"1,0%",
Acide picrique,Picric acid,88-89-1,Class E - Corrosive materials,"1,0%",
Acide picrique,Picric acid,88-89-1,Class F - Dangerously reactive materials,"1,0%",
Acide propionique,Propanoic acid,79-09-4,Class B3 - Combustible liquids,"1,0%",
Acide propionique,Propanoic acid,79-09-4,Class D1B - Toxic material causing immediate and serious toxic effects,"1,0%",
Acide propionique,Propanoic acid,79-09-4,Class E - Corrosive materials,"1,0%",
Acide p-tert-butylbenzoïque,p-tert-Butylbenzoic acid,98-73-7,Classification not available,"0,1%",
"Acide pyridinedicarboxylique-2,6",Dipicolinic acid,499-83-2,Not controlled product,Non requise,
Acide pyruvique,Pyruvic acid,127-17-3,Class B3 - Combustible liquids,"1,0%",
Acide pyruvique,Pyruvic acid,127-17-3,Class E - Corrosive materials,"1,0%",
Acide salicylique,Salicylic acid,69-72-7,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Acide sebacique,Sebacic acid,111-20-6,Not controlled product,Non requise,
Acide sélénieux,Selenious acid,7783-00-8,Class D2B - Toxic material causing other toxic effects,"1,0%",
Acide sorbique,Sorbic acid,110-44-1,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Acide stéarique,Stearic acid,57-11-4,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à1,0 % dans un produit contrôlé."
Acide stibanilique,Stibanilic acid,554-76-7,Classification not available,"1,0%",
Acide succinique,Succinic acid,110-15-6,Classification not available,"1,0%",
Acide sulfamique,Sulfamic acid,5329-14-6,Class E - Corrosive materials,"1,0%",
Acide sulfanilique,Sulfanilic acid,121-57-3,Class D2B - Toxic material causing other toxic effects,"1,0%",
Acide sulfureux,Sulfurous acid,7782-99-2,Class E - Corrosive materials,"1,0%",
Acide sulfurique,Sulfuric acid,7664-93-9,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Acide sulfurique,Sulfuric acid,7664-93-9,Class E - Corrosive materials,"1,0%",
"Acide sulfurique  2% (0,4N)","Sulfuric acid  2% (0,4N)",,Class E - Corrosive materials,Non requise,
"Acide sulfurique 0,049% (0,01N)","Sulfuric acid 0,049% (0,01N)",,Class E - Corrosive materials,Non requise,
"Acide sulfurique 0,098% (0,02N)","Sulfuric acid 0,098% (0,02N)",,Class E - Corrosive materials,Non requise,
"Acide sulfurique 0,49% (0,1N)","Sulfuric acid 0,49% (0,1N)",,Class E - Corrosive materials,Non requise,
"Acide sulfurique 0,98% (0,2N)","Sulfuric acid 0,98% (0,2N)",,Class E - Corrosive materials,Non requise,
"Acide sulfurique 12,25% (2,5N)","Sulfuric acid 12,25% (2,5N)",,Class D1B - Toxic material causing immediate and serious toxic effects,Non requise,
"Acide sulfurique 12,25% (2,5N)","Sulfuric acid 12,25% (2,5N)",,Class E - Corrosive materials,Non requise,
"Acide sulfurique 21,7% (5N)","Sulfuric acid 21,7% (5N)",,Class D1A - Very toxic material causing immediate and serious toxic effects,Non requise,
"Acide sulfurique 21,7% (5N)","Sulfuric acid 21,7% (5N)",,Class E - Corrosive materials,Non requise,
Acide sulfurique 35% (9N),Sulfuric acid 35% (9N),,Class D1A - Very toxic material causing immediate and serious toxic effects,Non requise,
Acide sulfurique 35% (9N),Sulfuric acid 35% (9N),,Class E - Corrosive materials,Non requise,
"Acide sulfurique 36% (9,3N)","Sulfuric acid 36% (9,3N)",,Class D1A - Very toxic material causing immediate and serious toxic effects,Non requise,
